1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3
1*3;1*3;1*3;1*3;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*11;1*11;1*11;1*11;-1*10;-1*10;-1*10;1*3;1*3;1*3;0*0;0*0;0*0;1*3;1*3;1*3;-1*10;-1*10;-1*10;1*11;1*11;1*11;1*11;0*0;0*0;0*0;1*2;1*2;1*2;1*2;0*0;0*0;0*0;1*3;1*3;1*3;1*3

